street,sic_name,employees,Longitude,Latitude,firstyear,lastyear
20 Fuller Street,Fabricated Metal Products,0-49,-71.36265528,41.87519084,1959,1967
476 York Avenue,Fabricated Metal Products,0-49,-71.3641244,41.87178731,1969,2012
219 W Park St,Fabricated Metal Products,0-49,-71.42512347,41.83200517,1953,2008
78 Narragansett Ave,Fabricated Metal Products,100-249,-71.42550237,41.79182749,2012,2012
884 Branch Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43515647,41.85474192,1969,1969
1732 Cranston Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46486924,41.78251896,1969,1981
3400 Pawtucket Avenue,Jewelry & Other Miscellaneous Manufacturing,250-499,-71.36320555,41.78113316,1971,1981
901 Reservoir Avenue Cranston,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44777151,41.77658297,1988,1994
495 Phenix Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.48097726,41.77434366,1998,1998
1 Goddard Rd,Fabricated Metal Products,100-249,-71.45086617,41.74588148,2006,2008
898 Waterman Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.34836524,41.81165588,1983,1986
NA,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41239964,41.79968596,2006,2006
85 Calder St,Rubber & Miscellaneous Plastic Products,NA,-71.46267637,41.78181683,2006,2008
5151 2 Douglas Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.41696494,41.83492447,1971,1975
44 Washington Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43101251,41.86232968,1953,1963
250 Esten Ave Unit 102,"Stone, Clay, Glass & Concrete Products",0-49,-71.40168712,41.86093521,1973,2012
401 Wampanoag Trl 300,"Electronics, Electrical Equipment & Components",0-49,-71.3502907,41.79489381,2006,2006
73 Carter Drive Portsmouth,"Printing, Publishing & Allied Industries",0-49,-71.24634988,41.53156146,1988,1991
93 Wilson Ave,"Stone, Clay, Glass & Concrete Products",0-49,-71.36021979,41.83880293,1988,2012
42 Carter Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.43697782,41.87523655,1959,1961
511 Waterman Ave,Industrial & Commercial Machinery,0-49,-71.35865604,41.81697028,2006,2006
863 Broad St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.41750757,41.80040221,1983,1986
320 Narragansett Park,Precision Machinery,NA,-71.39938471,41.78373441,1988,2010
69 Fletcher Avenue,Food & Kindred Products,100-249,-71.47702204,41.79535483,1971,1986
1680 Cranston St,"Stone, Clay, Glass & Concrete Products",0-49,-71.46436934,41.78437032,1979,2006
234 Broad Street,Furniture & Fixtures,0-49,-71.41943962,41.81620607,1969,1975
1405 Post Road,Furniture & Fixtures,0-49,-71.43028401,41.74307381,1959,1961
69 Plainfield Street,Furniture & Fixtures,0-49,-71.4447777,41.81606549,1961,1963
418 Maple Street,Furniture & Fixtures,0-49,-71.43044852,41.74420753,1971,1971
99 Mercy Street Providence,Fabricated Metal Products,NA,-71.4579889,41.81008371,1991,1994
1775 Main Road,Leather & Leather Products,0-49,-71.21297046,41.62690416,1967,1971
200 Newport Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.35428734,41.85383267,2012,2012
15 Marie Dr,Jewelry & Other Miscellaneous Manufacturing,NA,-71.55677609,41.71045725,2006,2010
655 Mineral Spring Avenue Pawtucket,"Printing, Publishing & Allied Industries",NA,-71.41019991,41.87222143,1991,1991
100 Maple Ridge Dr,Fabricated Metal Products,50-99,-71.46212587,42.00048144,2006,2012
2180 Mendon Rd,Rubber & Miscellaneous Plastic Products,0-49,-71.44205598,41.95361489,2006,2006
414 Lincoln Avenue,Petroleum Refining & Related Industries,NA,-71.43897318,41.74524638,1959,1959
249 Child St,Lumber & Wood Products Except Furniture,0-49,-71.27423344,41.72958275,2012,2012
84 Spring St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.31276376,41.48892726,2012,2012
73 Branch Avenue,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.4087731,41.84375598,1969,1969
One Weingeroff Blvd,Jewelry & Other Miscellaneous Manufacturing,250-499,-71.41777197,41.76749948,1983,1986
455 Warwick Industrial Dr,Industrial & Commercial Machinery,0-49,-71.43513713,41.71002141,2006,2008
640 Reservoir Avenue Cranston,"Printing, Publishing & Allied Industries",NA,-71.44063477,41.78158294,1991,1994
Albion Road,Chemicals & Allied Products,NA,-71.48280506,41.93006378,1983,1988
4 Silva Lane,Rubber & Miscellaneous Plastic Products,NA,-71.28502802,41.49933134,1983,1986
60 Waterman Ave,"Printing, Publishing & Allied Industries",100-249,-71.48676818,41.86044315,2012,2012
20 Avegy Rd,Industrial & Commercial Machinery,NA,-71.42860867,41.76127939,2006,2006
52 Cedar St,Fabricated Metal Products,0-49,-71.42248647,41.8246004,1953,1953
94 Elm Street,Fabricated Metal Products,0-49,-71.410055,41.81715325,1959,1963
25 Carlsbad St,Leather & Leather Products,NA,-71.44779467,41.79583965,1998,2006
Div Sargeant Cross Inc,Primary Metal Industries,0-49,-71.39737854,41.88344254,1967,1967
260 Rhode Island Ave,Chemicals & Allied Products,0-49,-71.37303483,41.86672665,1953,1967
80 William St,"Stone, Clay, Glass & Concrete Products",NA,-71.23855153,41.57762713,2006,2008
113 School House Ln,Transportation Equipment,NA,-71.25454328,41.5732785,2006,2008
564 Pontiac Avenue,Textile Mill Products,NA,-71.43688236,41.77160204,1953,1988
47 Division Street,Fabricated Metal Products,NA,-71.38259927,41.8727466,1959,1973
55 Mass St 725 2492,Fabricated Metal Products,0-49,-71.36595819,41.87389962,1975,1975
90 Royal Little Dr,Transportation Equipment,0-49,-71.4118095,41.85064744,2008,2008
15 Shore Dr,Transportation Equipment,NA,-71.53799185,41.8249147,2010,2010
29 Powder Hill Rd,Fabricated Metal Products,0-49,-71.48287,41.926176,1959,2012
33 Division St,Primary Metal Industries,0-49,-71.38321542,41.87269555,1953,1973
83 Farnum Piko,"Stone, Clay, Glass & Concrete Products",NA,-71.51136932,41.88775642,2008,2008
841 Broadway,Food & Kindred Products,0-49,-71.36886779,41.81843111,1959,1961
49 Beach St at 4,Jewelry & Other Miscellaneous Manufacturing,NA,-71.83003389,41.36590592,1998,1998
80 Bow St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.48145581,41.64333905,2006,2006
4 Sharpe Dr,Jewelry & Other Miscellaneous Manufacturing,NA,-71.46096356,41.73892759,1983,2002
2352 Mendon Rd,Petroleum Refining & Related Industries,NA,-71.44302623,41.95828282,1983,1986
169 Bay St,Leather & Leather Products,100-249,-71.40557704,41.80639817,2006,2010
416 Pond St,Primary Metal Industries,0-49,-71.51253801,42.01073194,1969,2012
10 Greene St,Leather & Leather Products,0-49,-71.4163599,41.82052689,2006,2006
338 County Rd,Lumber & Wood Products Except Furniture,0-49,-71.31203635,41.74267602,2010,2010
62 Sawaer Dr,"Electronics, Electrical Equipment & Components",NA,-71.58376676,41.69885285,1991,2010
405 Mendon Rd,"Stone, Clay, Glass & Concrete Products",0-49,-71.40781519,41.91962098,2006,2006
145 Corliss St,Primary Metal Industries,0-49,-71.41219693,41.84158275,2012,2012
102 Founders Dr,Textile Mill Products,NA,-71.48462013,41.99110221,2006,2008
Spragueville Road Smithfield,Fabricated Metal Products,NA,-71.53990769,41.88553849,1988,1991
One John Clarke Rd,Rubber & Miscellaneous Plastic Products,0-49,-71.28689592,41.50329513,1983,1986
33 North Rd,Transportation Equipment,50-99,-71.49648974,41.453026,2006,2006
400 Founders Dr,Industrial & Commercial Machinery,0-49,-71.48841192,41.99235625,2008,2008
665 Oaklawn Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.4764553,41.75491605,2012,2012
30 Kenney Drive Cranston,Food & Kindred Products,50-99,-71.45125312,41.7418918,1988,1994
135 Johnny Cake Hill,"Electronics, Electrical Equipment & Components",250-499,-71.28474096,41.50358511,1983,1994
333 Adelaide Avenue,Fabricated Metal Products,NA,-71.4277439,41.7950956,1953,1986
Jenckes Hill Rd Smithfield,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.49412084,41.80872381,1971,2002
1484 Broad Street,Rubber & Miscellaneous Plastic Products,NA,-71.40229937,41.78690818,1959,1961
222 Goldstein Dr,Fabricated Metal Products,0-49,-71.47632441,41.99701128,1994,2012
93 Hazel St Ste 1,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.50610616,42.01125224,1988,2010
Boon St,Lumber & Wood Products Except Furniture,0-49,-71.47675713,41.42986731,1953,1953
200 Lt James Brown Rd,Petroleum Refining & Related Industries,0-49,-71.42350061,41.60234449,2006,2010
Division and Duane Streets,Fabricated Metal Products,0-49,-71.44829192,41.66398187,1969,1975
10 Temple Ct,Jewelry & Other Miscellaneous Manufacturing,500+,-71.40862471,41.80622307,2008,2008
100 Davisville Pier Rd,Petroleum Refining & Related Industries,0-49,-71.48074704,41.62277281,2006,2010
7 West Granville Raul,Fabricated Metal Products,0-49,-71.45129348,41.86005159,1969,1969
628 Metacom Avenue Warren,"Printing, Publishing & Allied Industries",NA,-71.26846249,41.71764671,1991,2012
85 Tom Harvey Rd,Industrial & Commercial Machinery,0-49,-71.80839115,41.34332285,1981,1988
1126 Hartford Ave,Industrial & Commercial Machinery,50-99,-71.48639364,41.82233683,2006,2006
101 Circuit Dr,Industrial & Commercial Machinery,0-49,-71.43282211,41.59050365,1969,2012
491 Waterman Ave,Leather & Leather Products,0-49,-71.35929805,41.81713613,2006,2010
666 School Street Pawtucket,Rubber & Miscellaneous Plastic Products,0-49,-71.37485807,41.86220155,1979,1991
70 Vineyard St,Fabricated Metal Products,0-49,-71.36593752,41.86642155,2002,2002
178 Main Street,Rubber & Miscellaneous Plastic Products,0-49,-71.44992769,41.66136434,1979,1986
77 Havelock St,Petroleum Refining & Related Industries,0-49,-71.4973707,42.01423681,2006,2008
51 Colonial Ave,Industrial & Commercial Machinery,0-49,-71.45667201,41.69788398,1988,1998
1400 W Main Rd,Leather & Leather Products,0-49,-71.29205769,41.53700689,2006,2006
6000 Post Rd,Leather & Leather Products,0-49,-71.46743672,41.63344339,2010,2010
1037 Aquidneck Ave,Leather & Leather Products,0-49,-71.28289748,41.51615213,2006,2006
5 Bel Air Drive,Jewelry & Other Miscellaneous Manufacturing,NA,-71.4895524,41.83441366,1969,1998
170 Fountain Ave,Fabricated Metal Products,0-49,-71.451888,41.793125,1959,2012
707 Central Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.5143894,41.81250091,2006,2010
Freeway Drive,Industrial & Commercial Machinery,NA,-71.44773914,41.7508113,1986,1986
1606 Nooseneck Hill Rd,Industrial & Commercial Machinery,0-49,-71.59479471,41.67381816,1983,1986
3115112 Rd,"Printing, Publishing & Allied Industries",NA,-71.524854,41.485631,2006,2006
254 Riverside Dr,NA,0-49,-71.35633,41.746551,1973,2012
24 Lockhart Avenue Warwick,Jewelry & Other Miscellaneous Manufacturing,NA,-71.452925,41.7024002,1991,2012
65 Meadow Street Unit B,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.46100107,41.69614387,1994,1994
99 Brownlee Blvd,Paper & Allied Products,100-249,-71.45242673,41.70188501,2012,2012
27 Fish Rd,"Printing, Publishing & Allied Industries",0-49,-71.1762291,41.66738093,2010,2012
231 Old County Rd,"Printing, Publishing & Allied Industries",0-49,-71.5135872,41.88554664,2006,2010
85 Sand Hill Cove Road Narragansett,Lumber & Wood Products Except Furniture,0-49,-71.49475003,41.37312416,1991,1994
30 Agnes Street,Food & Kindred Products,0-49,-71.44275846,41.81490942,1959,1981
136 Summer Sheet,Food & Kindred Products,0-49,-71.41810691,41.81516303,1969,1969
106 Terrace Ave,"Printing, Publishing & Allied Industries",0-49,-71.36085442,41.75147477,2006,2008
25 Walts Way,Fabricated Metal Products,0-49,-71.47665182,41.42907415,1979,2012
305B Oliphant Ln,Primary Metal Industries,NA,-71.28000744,41.53708542,1998,2002
29 Warner St,Fabricated Metal Products,0-49,-71.31370241,41.49527961,1983,2012
31 Bridge St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.31645927,41.4922879,1998,1998
1100 Social St,"Printing, Publishing & Allied Industries",NA,-71.50028891,42.01594071,2006,2012
294 Dean Knauss Drive Narragansett,Fabricated Metal Products,NA,-71.42791875,41.48890741,1991,2008
60 Graystone Street,Fabricated Metal Products,NA,-71.44932058,41.72923521,1961,1973
21 Amflex Dr,"Stone, Clay, Glass & Concrete Products",50-99,-71.51236551,41.78594014,2006,2012
311 Doric Ave,"Stone, Clay, Glass & Concrete Products",50-99,-71.42698504,41.77650296,2010,2010
1288 Oakland Avenue,"Stone, Clay, Glass & Concrete Products",NA,-71.50847966,41.76624943,1994,1994
2 Linden Road Narragansett,Leather & Leather Products,0-49,-71.43861579,41.4759363,1991,1991
14 Celestial Dr,Fabricated Metal Products,0-49,-71.4350174,41.49021276,1998,2002
51 Aster St,Precision Machinery,0-49,-71.48905584,41.72545178,2006,2006
300 Willow Lane,Primary Metal Industries,250-499,-71.26663943,41.6157226,1979,1986
24 Mutual Pi,"Printing, Publishing & Allied Industries",0-49,-71.39489967,41.84721094,1998,1998
239 Rochambeau Ave,"Printing, Publishing & Allied Industries",0-49,-71.39567867,41.84691394,2006,2010
187 Westminster St,"Printing, Publishing & Allied Industries",0-49,-71.41197281,41.8234669,1986,1986
4 Ellen Rd,Precision Machinery,0-49,-71.27924094,41.51742538,1986,1994
550 Valley Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43080795,41.83040749,1969,1969
46 Valley Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44078728,41.81838288,1959,1969
8 Alcezar Sfreef,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47337166,41.82785024,1971,1971
39 Orchard St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47031693,41.81534812,1981,1981
304 Smith Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42189175,41.8336733,1969,1973
7 Marshall Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43225591,41.81888583,1971,1973
1637 Mineral Spring Ave,Transportation Equipment,0-49,-71.46144268,41.85017996,2002,2008
299 Providence Street,Food & Kindred Products,0-49,-71.50415043,41.71194344,1969,1971
851 North Main St,Food & Kindred Products,0-49,-71.40688334,41.84344284,1953,1961
145 North Bronay,Food & Kindred Products,0-49,-71.4220209,41.82159542,1963,1963
30 Nowell Sheet West Warwick,"Stone, Clay, Glass & Concrete Products",NA,-71.50144575,41.71255433,1988,1988
3 Towner Street,Furniture & Fixtures,0-49,-71.41593699,41.81198889,1953,1975
39 Sweet Avenue,Food & Kindred Products,NA,-71.49387507,42.00611607,1961,1998
558 Central Pike,Primary Metal Industries,0-49,-71.65800008,41.81326724,2010,2010
601 Metaoom Ave,"Printing, Publishing & Allied Industries",0-49,-71.26912598,41.72015182,2008,2010
55 Lynn Cir,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.51675323,41.64904187,2006,2008
8192 Post Rd,Precision Machinery,0-49,-71.46106157,41.57562031,1998,1998
2010 Diamond Hill Rd,Leather & Leather Products,250-499,-71.46935818,42.01492533,2008,2010
555 Greenwich Ave,Leather & Leather Products,100-249,-71.46545029,41.72077841,2010,2010
4 Reynolds Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47462712,41.86066023,1979,1979
33 Lambert Lind Hwy,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47699652,41.73121461,2006,2008
30 Coronado Road,Industrial & Commercial Machinery,0-49,-71.4390339,41.72731622,1979,1994
65 Ashburton St,Fabricated Metal Products,0-49,-71.41567342,41.83808058,1953,1973
127 John Clarke Rd,Transportation Equipment,0-49,-71.28523634,41.49936222,2006,2010
1171 13 Pal k Avon 0,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.47423095,41.79350462,1969,1969
166 DOYLE AVE,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40139529,41.8388368,1953,1959
78 Tiffany St,Fabricated Metal Products,0-49,-71.44108186,41.86048062,1998,2012
376 Burnside Ave,Precision Machinery,0-49,-71.49908022,42.01224327,1979,1981
South Cty Trail Rt 2 Slocum,Transportation Equipment,0-49,-71.36655698,41.81205195,1973,1973
3 Bridal Ave,Chemicals & Allied Products,0-49,-71.51901688,41.69706618,1983,1994
40 Tockwotten Sheet,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39995456,41.81706207,1969,1969
441 Diamond Hill Rd,"Printing, Publishing & Allied Industries",0-49,-71.49829076,42.01554787,1998,1998
203 Summer St,Food & Kindred Products,NA,-71.51664929,42.01150854,2008,2008
94 Congdon St,Fabricated Metal Products,0-49,-71.407161,41.83110217,1986,1988
612 Hartford,Jewelry & Other Miscellaneous Manufacturing,NA,-71.46509416,41.81944897,1981,1983
105 Aubin St,Fabricated Metal Products,0-49,-71.48578073,42.01211699,2008,2008
65 Wild Street,Precision Machinery,NA,-71.43754635,41.85577314,1986,1998
14 Menon Rd,Jewelry & Other Miscellaneous Manufacturing,NA,-71.30407824,41.48271189,1998,1998
3445 Post Rd,Industrial & Commercial Machinery,0-49,-71.45811512,41.6953361,2008,2010
NA,Fabricated Metal Products,0-49,-71.42414758,41.75061146,1961,1971
Err p_,Fabricated Metal Products,0-49,-71.56468923,41.39479445,1973,1998
652 Smithfield Rd,Food & Kindred Products,0-49,-71.51644168,41.98342022,2002,2010
Slatersville,Industrial & Commercial Machinery,0-49,-71.42728559,41.59204515,2012,2012
1923 Post Road,Furniture & Fixtures,NA,-71.43782839,41.72927121,1979,1979
1285 North Main St,"Printing, Publishing & Allied Industries",NA,-71.39992744,41.85546314,1981,1991
48 Toll Gate Rd,Industrial & Commercial Machinery,0-49,-71.46513779,41.69867435,2008,2010
53 Spooner Street,"Printing, Publishing & Allied Industries",NA,-71.42144722,41.77825066,1961,1979
80 Hazel St,"Printing, Publishing & Allied Industries",0-49,-71.40901214,41.87973677,2008,2010
1 Powder Hill Rd,"Printing, Publishing & Allied Industries",50-99,-71.48021683,41.91632516,1998,2010
12 Douglas St,Petroleum Refining & Related Industries,0-49,-71.37363655,41.49791098,1979,1991
102 Dean Knauss Dr,Petroleum Refining & Related Industries,0-49,-71.43036778,41.48897998,2008,2008
250 Natick Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.459512,41.711137,1979,2012
50 Airport Rd,Textile Mill Products,0-49,-71.80779045,41.34999851,2002,2002
387 Waterman Avenue,Food & Kindred Products,0-49,-71.36405643,41.81869833,1961,1981
44 Ledgewood Drive Cranston,Paper & Allied Products,NA,-71.47499697,41.73772504,1988,1994
35 Steamboat Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44347877,41.57206773,1998,1998
120 Seaside Dr Jamestown,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.39030031,41.5273148,2002,2002
20 Technology Way,Industrial & Commercial Machinery,0-49,-71.57304214,41.65877913,1994,2008
17 Amherst Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43882671,41.82307926,1969,1969
222 Metro Center Blvd 1,Precision Machinery,NA,-71.45834138,41.72484042,2008,2008
47 Academy Avenue,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44342906,41.82592237,1969,1969
40 Bay Spring Avenue,Rubber & Miscellaneous Plastic Products,0-49,-71.34319972,41.74780508,1969,1986
Franklin Sheet,Rubber & Miscellaneous Plastic Products,250-499,-71.28453706,41.50269274,1969,1969
26 Gooding Avenue,Rubber & Miscellaneous Plastic Products,0-49,-71.429466,41.82048581,1994,1998
63 3rd St,"Printing, Publishing & Allied Industries",0-49,-71.48308978,41.37432643,2008,2010
85 Webster St,Precision Machinery,100-249,-71.36963085,41.89041366,2012,2012
1895 Harkney Hill Rd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.66172259,41.6806938,2010,2010
1912 Pound Hill Road RFD 3,Industrial & Commercial Machinery,0-49,-71.59221805,41.96792043,1969,1971
572 Smith St,"Printing, Publishing & Allied Industries",NA,-71.43001998,41.83608599,2002,2008
99 North Main St,Industrial & Commercial Machinery,0-49,-71.40919824,41.82788224,1986,1988
100 Child St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.27891912,41.73011248,2002,2012
77 Bucklin St,Fabricated Metal Products,0-49,-71.42791885,41.80685596,1979,2010
946 York Avenue,Industrial & Commercial Machinery,NA,-71.36184392,41.88207746,1959,1988
31 James P Murphy Ind Hwy,Precision Machinery,0-49,-71.50405278,41.66837212,2008,2008
2346 Post Rd,"Electronics, Electrical Equipment & Components",100-249,-71.44358738,41.71834988,2008,2010
7 Burnside St,Transportation Equipment,NA,-71.27292209,41.66334448,1981,1988
17 Peckham Drive Bristol,"Electronics, Electrical Equipment & Components",0-49,-71.2718644,41.70081428,1991,1998
40 Amaral St,Petroleum Refining & Related Industries,0-49,-71.34839741,41.7953146,2008,2010
175 Terminal Rd,Furniture & Fixtures,100-249,-71.38735227,41.79521806,2008,2012
322 Market St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.27364139,41.74117184,2008,2008
24 Cavanaugh Ct,"Electronics, Electrical Equipment & Components",0-49,-71.41958084,41.50843759,2006,2006
2548 Cranston Street,"Stone, Clay, Glass & Concrete Products",NA,-71.47742635,41.75550449,1979,1988
140 Weetamoe Dr,"Printing, Publishing & Allied Industries",NA,-71.39871655,41.74228725,1979,1988
41 Commercial Way,Leather & Leather Products,0-49,-71.34763481,41.81579088,2008,2010
1350 Bald Hill Rd Bldg A,Paper & Allied Products,0-49,-71.49496807,41.70188118,2008,2008
473 Allens Ave,Primary Metal Industries,NA,-71.40043003,41.80063046,1979,2002
85A Tom Harvey Rd,Industrial & Commercial Machinery,0-49,-71.80838643,41.34326244,2008,2008
188 Farnum Pike,Fabricated Metal Products,0-49,-71.52384448,41.89658091,1971,1971
184 Burnside Ave,Rubber & Miscellaneous Plastic Products,0-49,-71.49911781,42.00997556,1983,1998
9 Mom Ave,Industrial & Commercial Machinery,NA,-71.54106122,41.70311463,2006,2006
1000 Eddy St,"Stone, Clay, Glass & Concrete Products",100-249,-71.40581689,41.80015303,2008,2010
10 River St,Industrial & Commercial Machinery,NA,-71.5172697,41.99933941,2008,2008
95 Cedar St,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.42400073,41.82480868,1953,1959
171 Manton Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44669908,41.82005203,1979,1983
10 Julian St,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44634446,41.81999881,1986,1994
321 Veazie St,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.43502298,41.8536124,1979,1983
53 Liberia Street,Fabricated Metal Products,0-49,-71.47133781,41.78904774,1986,1986
150 Camp Dixie Rd,Textile Mill Products,0-49,-71.71113427,41.9501258,2006,2006
805 Taunton Ave,"Electronics, Electrical Equipment & Components",0-49,-71.34982821,41.8226482,1979,1988
216 West Exchange Street,"Printing, Publishing & Allied Industries",0-49,-71.42079713,41.8252145,1969,1975
1170 Mendon Rd Ashton,Fabricated Metal Products,NA,-71.42529831,41.93113052,1979,1983
1600 Division Rd Ste 1,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.51722,41.69915,2006,2012
555 Jefferson Blvd,Leather & Leather Products,NA,-71.44163206,41.73269888,1979,2010
90 Bay Spring Avenue,Food & Kindred Products,0-49,-71.34130738,41.74762648,1967,1991
6946 Post Rd Unit3,Textile Mill Products,50-99,-71.455599,41.608907,1979,2008
2 Oak Street,Precision Machinery,0-49,-71.43281588,41.81539982,1959,1959
2 Higgins St Georgiaville,Textile Mill Products,0-49,-71.50792392,41.88571152,1953,1953
1395 Atwood Ave it 209,"Printing, Publishing & Allied Industries",50-99,-71.49624124,41.81602895,1959,2012
15 Thompson Dr,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.58400462,41.70597164,1998,1998
69 Brown St 6869,Transportation Equipment,0-49,-71.42086292,41.86225184,2010,2010
44 Ballou Blvd,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.26939334,41.70342983,2010,2010
222 Williams Street,"Printing, Publishing & Allied Industries",NA,-71.39572658,41.82275928,1983,1983
2050 Frenchtown Rd,Industrial & Commercial Machinery,0-49,-71.53965149,41.6204152,2008,2010
1 Catamore Boulevard East Providence,"Stone, Clay, Glass & Concrete Products",100-249,-71.3410742,41.80589386,1988,1991
1 Hope St,Finished Products from Fabrics,50-99,-71.39119655,41.91866649,2008,2008
265 Atwells Ave Ste 1,Food & Kindred Products,0-49,-71.42679523,41.82366205,2008,2010
1557hf Plainfield St,Leather & Leather Products,NA,-71.49087802,41.79145562,1979,1981
603 Hartford Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.46471127,41.81950706,1979,1981
39 Vinton Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42980854,41.82281437,1961,1961
13 Lonnie Drive can,Jewelry & Other Miscellaneous Manufacturing,NA,-71.46857169,41.75117437,1967,1969
25 Carrington SI,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.40471551,41.90933541,1998,2008
1O Alcazar Ave,Industrial & Commercial Machinery,0-49,-71.47357407,41.82805563,2012,2012
101 Cranston St 113,Fabricated Metal Products,0-49,-71.42425141,41.81587404,2008,2010
71 Cypress St,Precision Machinery,0-49,-71.43690519,41.75137244,2008,2012
NA,Chemicals & Allied Products,0-49,-71.44489832,41.81599066,1975,1983
75 Jefferson Blvd,Leather & Leather Products,0-49,-71.43559006,41.74926656,1983,1986
7 Greenwich Street,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.42541538,41.80243772,1969,1973
7 Belver Avenue North Kingstown,"Electronics, Electrical Equipment & Components",250-499,-71.42755155,41.59190729,1991,1994
1 W Exchange St Ste 3,Transportation Equipment,100-249,-71.41468914,41.82492808,2010,2010
78 Academy Ave,Jewelry & Other Miscellaneous Manufacturing,NA,-71.44373348,41.82687531,1981,1981
Two Carol Drive,Jewelry & Other Miscellaneous Manufacturing,50-99,-71.48073957,41.92294274,1981,1991
400 Frenchtown Rd,"Stone, Clay, Glass & Concrete Products",0-49,-71.48272659,41.62820416,1998,2006
15 Ray Trainor Dr,Rubber & Miscellaneous Plastic Products,100-249,-71.429718,41.489502,1975,2012
NA,Food & Kindred Products,NA,-71.56855933,41.68193639,1994,1998
655 Waterman Ave,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.3543508,41.81519009,1959,2012
62 Dike St,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.44167368,41.81559014,2006,2006
36 Colorado Ave,Jewelry & Other Miscellaneous Manufacturing,0-49,-71.44114605,41.74282858,1979,2008
117 Rockwood Avenue,Food & Kindred Products,0-49,-71.50937945,41.3824373,1994,1998
638 Park Avenue,Furniture & Fixtures,0-49,-71.42570611,41.77689566,1961,1963
50 Martin St,Lumber & Wood Products Except Furniture,0-49,-71.42719754,41.92770321,2006,2012
321 Waier Sheet,Transportation Equipment,0-49,-71.28508479,41.72855499,1971,1971
NA,Lumber & Wood Products Except Furniture,NA,-71.54670371,41.92540133,2008,2008
67 Walker Sheet Lincoln,Textile Mill Products,50-99,-71.40854202,41.89810424,1988,1988
113 Printery St,Paper & Allied Products,NA,-71.40984188,41.84163585,1979,1994
120 Broadcommon Road Bristol,Fabricated Metal Products,NA,-71.2693447,41.70341657,1991,1994
67 Atwells Avenue,Jewelry & Other Miscellaneous Manufacturing,NA,-71.43998737,41.72829531,1959,1991
8 Franklin Street,Jewelry & Other Miscellaneous Manufacturing,NA,-71.31465921,41.48521796,1967,1979
132 Spring St,Jewelry & Other Miscellaneous Manufacturing,100-249,-71.3128368,41.4876229,2010,2012
126 Willard Ave,"Electronics, Electrical Equipment & Components",0-49,-71.50982509,41.43812603,2008,2008
Walnut and Elm Streets,Fabricated Metal Products,0-49,-71.43425532,41.750656,1971,1975
